country,date,GDP,Unemployment,Exports,Imports
BE,01/07/1998,76.871,9.366666667,46.427,46.459
BE,01/10/1998,77.042,9.133333333,45.755,46.175
BE,01/01/1999,77.847,8.966666667,45.698,45.572
BE,01/04/1999,78.912,8.9,47.201,46.412
BE,01/07/1999,80.059,8.133333333,49.031,47.829
BE,01/10/1999,81.007,7.7,50.559,49.215
BE,01/01/2000,81.583,7.1,52.69,51.746
BE,01/04/2000,82.17,6.8,53.776,53.061
BE,01/07/2000,82.551,6.9,54.627,54.531
BE,01/10/2000,83.358,6.633333333,55.228,54.966
BE,01/01/2001,83.405,6.066666667,55.161,54.468
BE,01/04/2001,83.42,6.5,54.208,53.132
BE,01/07/2001,83.261,6.3,53.98,52.4
BE,01/10/2001,83.178,7.4,53.825,52.008
BE,01/01/2002,83.893,7.333333333,55.304,52.684
BE,01/04/2002,84.611,7.3,56.184,53.304
BE,01/07/2002,85.064,7.5,56.575,53.906
BE,01/10/2002,85.383,7.966666667,56.599,54.366
BE,01/01/2003,85.157,8.1,56.238,54.147
BE,01/04/2003,85.339,8.1,56.687,53.822
BE,01/07/2003,85.688,8.133333333,57.091,54.094
BE,01/10/2003,86.285,8.366666667,58.277,55.336
BE,01/01/2004,87.578,8.533333333,59.173,56.156
BE,01/04/2004,88.419,7.766666667,60.18,57.154
BE,01/07/2004,89.191,8.866666667,61.057,58.173
BE,01/10/2004,89.508,8.366666667,62.027,59.517
BE,01/01/2005,89.98,8.466666667,62.729,60.254
BE,01/04/2005,90.519,8.5,63.726,61.522
BE,01/07/2005,90.877,8.5,64.292,62.046
BE,01/10/2005,91.574,8.433333333,65.028,62.562
BE,01/01/2006,92.136,8.566666667,66.46,64.115
BE,01/04/2006,92.464,8.666666667,67.284,64.734
BE,01/07/2006,93.278,7.9,67.953,64.867
BE,01/10/2006,94.337,7.933333333,68.656,65.333
BE,01/01/2007,95.674,7.833333333,70.545,67.154
BE,01/04/2007,96.111,8,71.265,67.892
BE,01/07/2007,96.853,7.066666667,71.562,68.666
BE,01/10/2007,97.246,7.066666667,71.694,69.356
BE,01/01/2008,97.667,6.9,73.088,70.902
BE,01/04/2008,97.729,6.633333333,75.266,72.977
BE,01/07/2008,97.157,7.5,74.752,72.838
BE,01/10/2008,95.05,6.833333333,67.121,66.556
BE,01/01/2009,94.125,7.766666667,62.633,62.08
BE,01/04/2009,94.17,7.833333333,62.804,61.925
BE,01/07/2009,95.36,7.966666667,65.269,63.839
BE,01/10/2009,96.126,8.066666667,66.789,64.94
BE,01/01/2010,96.624,8.566666667,67.873,66.521
BE,01/04/2010,97.576,8.433333333,71.549,69.765
BE,01/07/2010,97.982,8.4,72.502,70.073
BE,01/10/2010,98.477,7.833333333,72.45,70.915
BE,01/01/2011,98.951,7.1,74.529,72.839
BE,01/04/2011,99.157,6.9,74.875,73.415
BE,01/07/2011,99.44,7.5,75.42,74.636
BE,01/10/2011,99.73,7.066666667,72.721,71.98
BE,01/01/2012,99.944,7.166666667,74.811,73.644
BE,01/04/2012,99.943,7.266666667,74.229,72.828
BE,01/07/2012,100.187,7.5,73.603,72.215
BE,01/10/2012,100.141,8.266666667,73.453,72.207
BE,01/01/2013,99.865,8.4,73.103,71.873
BE,01/04/2013,100.448,8.4,73.49,71.96
BE,01/07/2013,100.76,8.466666667,74.741,72.579
BE,01/10/2013,100.98,8.533333333,75.807,73.86
BE,01/01/2014,101.415,8.666666667,76.57,74.618
BE,01/04/2014,101.683,8.5,77.678,75.638
BE,01/07/2014,102.384,8.533333333,78.921,78.507
BE,01/10/2014,102.917,8.5,79.414,77.555
BE,01/01/2015,103.449,8.7,80.064,80.135
BE,01/04/2015,104.141,8.566666667,80.798,78.413
BE,01/07/2015,104.338,8,80.497,78.731
BE,01/10/2015,104.773,8.666666667,82.857,81.028
BE,01/01/2016,104.95,8.266666667,82.354,81.076
BE,01/04/2016,105.641,8.133333333,86.577,85.096
BE,01/07/2016,105.874,7.733333333,87.282,87.811
BE,01/10/2016,106.396,7.233333333,89.154,88.289
BE,01/01/2017,107.195,7.7,90.541,89.107
BE,01/04/2017,107.523,7.233333333,90.337,89.063
BE,01/07/2017,107.656,7.1,90.038,88.333
BE,01/10/2017,108.538,6.433333333,92.702,90.853
BE,01/01/2018,108.784,6.1,92.173,90.818
BE,01/04/2018,109.098,6.233333333,90.946,90.234
BE,01/07/2018,109.282,5.733333333,91.7,91.167
BE,01/10/2018,110.158,5.766666667,93.182,92.6
BE,01/01/2019,110.268,5.533333333,92.78,91.832
BE,01/04/2019,110.587,5.466666667,92.955,92.27
BE,01/07/2019,111.037,5.233333333,92.74,91.756
BE,01/10/2019,111.572,5.2,93.567,92.735
CA,01/01/1994,283.8855,11.03333333,75.998,61.67925
CA,01/04/1994,288.034,10.63333333,81.402,64.515
CA,01/07/1994,291.71625,10.13333333,84.59575,65.1075
CA,01/10/1994,293.84475,9.766666667,87.95775,68.1935
CA,01/01/1995,296.576,9.633333333,90.39775,68.1945
CA,01/04/1995,296.69575,9.5,88.4445,68.745
CA,01/07/1995,297.08675,9.433333333,88.5105,68.42
CA,01/10/1995,298.30425,9.3,91.85525,69.143
CA,01/01/1996,298.5095,9.5,91.9075,70.622
CA,01/04/1996,300.588,9.433333333,95.4545,70.5355
CA,01/07/1996,303.185,9.666666667,97.50625,73.2595
CA,01/10/1996,305.62675,9.833333333,94.89875,74.80425
CA,01/01/1997,309.6585,9.433333333,100.21425,79.35275
CA,01/04/1997,313.1565,9.3,101.4905,81.11025
CA,01/07/1997,316.8625,8.866666667,104.412,84.528
CA,01/10/1997,319.93075,8.766666667,106.29575,85.761
CA,01/01/1998,324.4495,8.6,109.75725,86.8415
CA,01/04/1998,324.62275,8.333333333,110.987,87.304
CA,01/07/1998,327.5775,8.2,113.23175,85.34025
CA,01/10/1998,332.03475,8.033333333,117.68575,88.78875
CA,01/01/1999,338.05725,7.9,122.0025,90.48475
CA,01/04/1999,340.88525,7.9,122.189,92.16875
CA,01/07/1999,346.219,7.5,126.45075,94.41
CA,01/10/1999,351.08925,6.966666667,129.928,99.2655
CA,01/01/2000,356.70575,6.866666667,134.35625,101.38475
CA,01/04/2000,360.9455,6.666666667,136.37575,101.958
CA,01/07/2000,364.61625,6.9,137.4185,102.9075
CA,01/10/2000,365.2405,6.9,137.59975,102.01825
CA,01/01/2001,367.175,7,135.12025,99.23775
CA,01/04/2001,368.1645,7.1,133.28525,98.58675
CA,01/07/2001,367.91925,7.166666667,130.522,96.3645
CA,01/10/2001,370.15925,7.633333333,130.9935,94.0475
CA,01/01/2002,375.65325,7.933333333,133.239,94.5845
CA,01/04/2002,377.86725,7.7,133.02575,99.13325
CA,01/07/2002,381.1375,7.5,136.04,100.99125
CA,01/10/2002,383.2285,7.533333333,134.13,100.75625
CA,01/01/2003,385.349,7.4,131.9715,101.627
CA,01/04/2003,384.78075,7.666666667,129.31725,101.819
CA,01/07/2003,386.2185,7.766666667,130.8955,101.9745
CA,01/10/2003,388.88325,7.466666667,135.08175,106.7855
CA,01/01/2004,391.68425,7.333333333,134.91925,107.73
CA,01/04/2004,396.33675,7.166666667,141.27325,110.632
CA,01/07/2004,401.01525,7,140.80625,113.81175
CA,01/10/2004,403.89625,7.133333333,139.4285,115.0945
CA,01/01/2005,405.294,6.933333333,140.81,118.95875
CA,01/04/2005,408.2345,6.866666667,140.2975,118.072
CA,01/07/2005,413.17975,6.7,142.31775,120.14875
CA,01/10/2005,417.265,6.533333333,145.64375,122.96
CA,01/01/2006,420.649,6.466666667,143.68725,124.065
CA,01/04/2006,420.86625,6.166666667,143.15775,127.348
CA,01/07/2006,422.0415,6.4,143.0765,127.156
CA,01/10/2006,423.72375,6.133333333,144.16275,127.11675
CA,01/01/2007,426.434,6.166666667,145.6085,129.86475
CA,01/04/2007,430.56575,6.1,147.85175,131.934
CA,01/07/2007,432.3735,5.933333333,145.30975,135.13225
CA,01/10/2007,432.86475,5.933333333,141.84525,137.9575
CA,01/01/2008,433.1965,5.966666667,139.78075,138.1235
CA,01/04/2008,434.76325,6,141.03475,139.1085
CA,01/07/2008,438.3285,6.1,139.90675,135.385
CA,01/10/2008,433.246,6.566666667,133.51025,127.0595
CA,01/01/2009,423.456,7.833333333,122.01225,114.78875
CA,01/04/2009,418.835,8.533333333,117.06625,113.004
CA,01/07/2009,420.7195,8.6,120.19725,120.1625
CA,01/10/2009,425.62575,8.466666667,123.0995,124.8305
CA,01/01/2010,430.76025,8.233333333,124.82875,130.37275
CA,01/04/2010,433.01425,8,128.88075,134.01075
CA,01/07/2010,436.083,8.1,128.87475,136.51675
CA,01/10/2010,440.95625,7.666666667,132.00225,137.075
CA,01/01/2011,444.287,7.7,132.2535,140.15425
CA,01/04/2011,445.1525,7.533333333,130.32025,141.433
CA,01/07/2011,451.294,7.333333333,137.55975,142.5365
CA,01/10/2011,454.848,7.433333333,139.2955,143.946
CA,01/01/2012,455.1395,7.466666667,139.11525,146.592
CA,01/04/2012,456.624,7.3,139.23525,146.63225
CA,01/07/2012,457.246,7.266666667,138.30225,148.21325
CA,01/10/2012,458.1915,7.266666667,137.9595,147.6995
CA,01/01/2013,462.3015,7.166666667,140.14925,149.43825
CA,01/04/2013,464.9845,7.066666667,142.7165,150.994
CA,01/07/2013,468.774,7.1,141.709,150.3375
CA,01/10/2013,473.69875,7.066666667,143.68525,150.60575
CA,01/01/2014,474.473,7,143.20325,149.7265
CA,01/04/2014,478.8065,7,151.8715,154.788
CA,01/07/2014,483.3985,7,154.13875,155.42
CA,01/10/2014,486.7435,6.7,154.97625,156.66125
CA,01/01/2015,484.06875,6.733333333,153.4085,155.935
CA,01/04/2015,482.75125,6.833333333,155.4965,156.32675
CA,01/07/2015,484.45875,6.966666667,158.57975,154.44625
CA,01/10/2015,484.8215,7.066666667,157.36225,154.5205
CA,01/01/2016,487.48075,7.2,160.71175,154.9095
CA,01/04/2016,485.08375,6.933333333,154.1495,155.34
CA,01/07/2016,490.086,6.933333333,158.6,157.11575
CA,01/10/2016,492.83775,6.9,160.17525,154.1785
CA,01/01/2017,498.514,6.666666667,160.71525,158.82325
CA,01/04/2017,504.39225,6.5,162.81675,161.30575
CA,01/07/2017,506.191,6.2,158.49275,162.2365
CA,01/10/2017,508.39425,6,160.573,165.533
CA,01/01/2018,511.15675,5.8,162.12325,165.9235
CA,01/04/2018,513.15325,5.933333333,166.64175,168.545
CA,01/07/2018,516.27325,5.9,166.883,165.41275
CA,01/10/2018,517.53325,5.7,166.73325,164.8725
CA,01/01/2019,519.01675,5.766666667,165.585,168.829
CA,01/04/2019,523.17625,5.566666667,169.17525,166.94825
CA,01/07/2019,524.63675,5.633333333,169.01625,167.01525
CA,01/10/2019,525.37,5.7,167.09025,165.675
CZ,01/01/1994,..,4.166666667,..,..
CZ,01/04/1994,..,4.3,..,..
CZ,01/07/1994,..,4.4,..,..
CZ,01/10/1994,..,4.333333333,..,..
CZ,01/01/1995,701.759,4.2,186.23,177.068
CZ,01/04/1995,706.592,4.166666667,194.681,188.052
CZ,01/07/1995,715.909,4,193.333,184.317
CZ,01/10/1995,723.933,3.766666667,194.506,194.016
CZ,01/01/1996,736.626,3.666666667,193.49,200.549
CZ,01/04/1996,741.841,3.866666667,198.657,206.21
CZ,01/07/1996,745.139,3.933333333,197.417,212.825
CZ,01/10/1996,745.855,4.1,198.509,211.402
CZ,01/01/1997,742.796,4.2,193.863,212.419
CZ,01/04/1997,740.541,4.6,209.041,219.37
CZ,01/07/1997,735.84,4.9,218.309,223.234
CZ,01/10/1997,734.2,5.366666667,226.368,224.369
CZ,01/01/1998,734.156,5.766666667,239.048,233.118
CZ,01/04/1998,736.288,6.066666667,231.658,231.569
CZ,01/07/1998,736.063,6.733333333,231.658,234.617
CZ,01/10/1998,736.648,7.333333333,227.207,229.155
CZ,01/01/1999,737.091,8.166666667,228.219,231.767
CZ,01/04/1999,740.047,8.6,243.401,245.55
CZ,01/07/1999,747.102,9,251.461,243.222
CZ,01/10/1999,755.16,9.133333333,251.425,254.343
CZ,01/01/2000,765.267,9.2,264.823,263.853
CZ,01/04/2000,773.089,8.866666667,273.803,273.888
CZ,01/07/2000,783.319,8.6,284.787,282.936
CZ,01/10/2000,786.735,8.433333333,302.546,297.981
CZ,01/01/2001,795.838,8.266666667,306.87,314.814
CZ,01/04/2001,798.053,8.133333333,303.842,305.33
CZ,01/07/2001,801.722,8.2,308.23,307.24
CZ,01/10/2001,806.998,7.9,312.889,318.016
CZ,01/01/2002,805.843,7.466666667,315.239,323.217
CZ,01/04/2002,809.739,7.2,309.967,321.951
CZ,01/07/2002,814.453,7.233333333,304.177,326.157
CZ,01/10/2002,820.289,7.333333333,312.273,335.238
CZ,01/01/2003,829.003,7.4,322.279,337.951
CZ,01/04/2003,837.818,7.633333333,325.856,346.029
CZ,01/07/2003,845.992,7.933333333,338.825,360.404
CZ,01/10/2003,853.882,8.166666667,364.561,386.028
CZ,01/01/2004,862.445,8.433333333,371.168,388.826
CZ,01/04/2004,872.949,8.366666667,447.411,466.016
CZ,01/07/2004,886.106,8.3,460.33,465.96
CZ,01/10/2004,902.232,8.266666667,467.945,471.949
CZ,01/01/2005,918.177,8.133333333,469.272,464.878
CZ,01/04/2005,931.194,7.9,508.835,501.52
CZ,01/07/2005,946.09,7.8,538.94,524.042
CZ,01/10/2005,963.468,7.766666667,550.047,527.755
CZ,01/01/2006,980.719,7.733333333,578.274,543.766
CZ,01/04/2006,1000.412,7.266666667,579.824,554.545
CZ,01/07/2006,1012.748,7,592.763,561.174
CZ,01/10/2006,1026.047,6.566666667,618.291,594.924
CZ,01/01/2007,1043.368,5.833333333,637.239,622.638
CZ,01/04/2007,1052.211,5.466666667,641.593,620.181
CZ,01/07/2007,1067.235,5.133333333,660.719,643.283
CZ,01/10/2007,1080.465,4.866666667,690.997,658.327
CZ,01/01/2008,1085.974,4.533333333,705.738,686.079
CZ,01/04/2008,1093.426,4.4,714.617,682.558
CZ,01/07/2008,1095.747,4.266666667,685.286,655.245
CZ,01/10/2008,1075.016,4.5,628.184,596.35
CZ,01/01/2009,1038.748,5.6,586.2,572.241
CZ,01/04/2009,1034.915,6.433333333,601.034,565.672
CZ,01/07/2009,1039.567,7.233333333,633.407,590.882
CZ,01/10/2009,1040.436,7.433333333,651.293,605.605
CZ,01/01/2010,1047.666,7.766666667,659.792,619.351
CZ,01/04/2010,1059.91,7.266666667,697.086,659.255
CZ,01/07/2010,1068.271,7.1,726.527,701.978
CZ,01/10/2010,1072.63,7,742.976,694.872
CZ,01/01/2011,1078.862,6.933333333,762.738,714.634
CZ,01/04/2011,1082.172,6.8,770.237,712.666
CZ,01/07/2011,1080.636,6.533333333,779.544,722.299
CZ,01/10/2011,1081.644,6.566666667,772.876,705.652
CZ,01/01/2012,1079.374,6.9,820.093,748.093
CZ,01/04/2012,1074.144,6.833333333,799.512,730.972
CZ,01/07/2012,1070.476,6.966666667,808.795,727.488
